"sim","run","divergences","alpha_rhat1","beta_rhat1","ndt_rhat1","delta_female_rhat1","delta_male_rhat1","alpha_rhat2","beta_rhat2","ndt_rhat2","delta_female_rhat2","delta_male_rhat2","alpha_ess1","beta_ess1","ndt_ess1","delta_female_ess1","delta_male_ess1","alpha_ess2","beta_ess2","ndt_ess2","delta_female_ess2","delta_male_ess2","alpha_grp_gen1","beta_grp_gen1","ndt_grp_gen1","delta_female_grp_gen1","delta_male_grp_gen1","alpha_grp_gen2","beta_grp_gen2","ndt_grp_gen2","delta_female_grp_gen2","delta_male_grp_gen2","alpha_grp_sim_mean1","beta_grp_sim_mean1","ndt_grp_sim_mean1","delta_female_grp_sim_mean1","delta_male_grp_sim_mean1","alpha_grp_sim_mean2","beta_grp_sim_mean2","ndt_grp_sim_mean2","delta_female_grp_sim_mean2","delta_male_grp_sim_mean2","alpha_grp_sim_hdi_lo1","alpha_grp_sim_hdi_hi1","beta_grp_sim_hdi_lo1","beta_grp_sim_hdi_hi1","ndt_grp_sim_hdi_lo1","ndt_grp_sim_hdi_hi1","delta_female_grp_sim_hdi_lo1","delta_female_grp_sim_hdi_hi1","delta_male_grp_sim_hdi_lo1","delta_male_grp_sim_hdi_hi1","alpha_grp_sim_hdi_lo2","alpha_grp_sim_hdi_hi2","beta_grp_sim_hdi_lo2","beta_grp_sim_hdi_hi2","ndt_grp_sim_hdi_lo2","ndt_grp_sim_hdi_hi2","delta_female_grp_sim_hdi_lo2","delta_female_grp_sim_hdi_hi2","delta_male_grp_sim_hdi_lo2","delta_male_grp_sim_hdi_hi2","alpha_recover1","beta_recover1","ndt_recover1","delta_female_recover1","delta_male_recover1","alpha_recover2","beta_recover2","ndt_recover2","delta_female_recover2","delta_male_recover2"
16,2,0,1.00156473908441,1.00417682745079,NA,1.00031800580454,1.00401374285334,1.00159021468411,1.00046357333102,NA,1.00095519740585,1.00132523911493,2255.10689586109,1255.79311687423,NA,2588.49198954766,2270.88485118087,2412.82846587899,2134.41994922963,NA,1583.08980501778,1300.89658434099,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.22612303,0.488292476,0.2,2.94133461,-2.751438915,2.168571815,0.52382939,0.2,2.3810280975,-2.3123078,2.15681,2.29181,0.468681,0.509782,0.2,0.2,2.78257,3.09324,-2.90074,-2.59597,2.10907,2.23093,0.507021,0.539322,0.2,0.2,2.2185,2.54196,-2.47306,-2.15749,1,1,NA,1,1,1,1,NA,1,1
5,1,0,1.00109370346687,1.00144226241562,NA,1.00082603853854,1.0016662128411,1.00482450822519,1.00122285842532,NA,1.00334549055069,1.00133015226599,2884.37053202533,2477.80057848757,NA,2435.38377650992,2481.02529712101,1887.33501821149,2173.33258718957,NA,2697.64063093736,2422.8430069739,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.2063463475,0.48654177125,0.2,2.9643623375,-2.781847705,2.15849654,0.5132914045,0.2,2.37317753,-2.33673895,2.1429,2.27399,0.470143,0.502656,0.2,0.2,2.80147,3.13037,-2.93021,-2.61262,2.08545,2.23659,0.495073,0.530176,0.2,0.2,2.22596,2.51676,-2.49187,-2.19739,1,1,NA,1,1,1,1,NA,1,1
26,3,0,1.00318093500551,1.00031659453148,NA,1.00037050530021,1.00178308535427,1.00221036448922,1.00132794624539,NA,1.0004466167569,1.00107065695154,2399.30069016098,1541.57327325249,NA,3142.9488464197,2463.2627446759,1765.17691697913,2518.52175120668,NA,2056.11748169629,2191.95691362221,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.21018885,0.475550866,0.2,3.128813855,-2.7171328825,2.1143979175,0.50236403475,0.2,2.27612748,-2.31247324,2.14577,2.281,0.456567,0.494227,0.2,0.2,2.97494,3.28035,-2.8792,-2.55972,2.04641,2.18525,0.48691,0.519437,0.2,0.2,2.12281,2.4291,-2.45614,-2.1616,1,1,NA,0,1,1,1,NA,1,1
45,5,0,1.00227743362537,1.00184710160942,NA,1.00148006649766,1.00321023521129,1.00353259575391,1.00174111760556,NA,1.00090989115276,1.00309998057961,2293.69118325683,1891.12501701221,NA,2687.64191590069,2478.99424197869,2328.73033165349,1701.93056531473,NA,2014.90809729332,1806.43636892773,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.235788405,0.47641860875,0.2,2.95760738,-2.770361475,2.1157925475,0.50267607525,0.2,2.4256749725,-2.25461827,2.16743,2.30343,0.460798,0.49392,0.2,0.2,2.80493,3.10534,-2.9246,-2.62151,2.05118,2.17571,0.482805,0.521139,0.2,0.2,2.26931,2.588,-2.41311,-2.09748,1,1,NA,1,1,1,1,NA,1,1
36,4,0,1.00127833992953,1.00481154825331,NA,0.999843263589185,1.00090674808246,1.00287852246591,1.00392810476199,NA,1.00511151561648,1.00250653526549,3244.87552359291,2171.74812359981,NA,3198.68001650915,2815.75596291976,2547.79748382606,1734.69617185105,NA,1624.43640616658,1969.53908187998,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.23777668,0.4901100625,0.2,2.8798887375,-2.8092860825,2.1564587375,0.520270191,0.2,2.4065167425,-2.3706325875,2.17434,2.29695,0.471571,0.505893,0.2,0.2,2.72551,3.02153,-2.95212,-2.66126,2.08611,2.22004,0.500987,0.539913,0.2,0.2,2.24492,2.56278,-2.52508,-2.21267,1,1,NA,1,1,1,1,NA,1,1
17,2,0,0.999323660714883,1.00049772747707,NA,1.00156355189341,1.00252775429443,1.00117393663787,1.00153675301156,NA,1.00178013186907,1.00131269089351,2541.15324819379,2720.27562998009,NA,3574.50653796456,3025.67556894465,2192.10081033884,2011.48709557041,NA,2569.44457750641,2370.99419870164,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.1857257075,0.4769215185,0.2,2.9132086525,-2.689329635,2.142275755,0.50595647125,0.2,2.32847686,-2.2293750625,2.11909,2.25082,0.46183,0.492757,0.2,0.2,2.76251,3.04301,-2.82888,-2.53963,2.07324,2.21276,0.488006,0.524717,0.2,0.2,2.18226,2.47417,-2.36325,-2.08132,1,1,NA,1,1,1,1,NA,1,1
27,3,0,1.00258558627734,1.00098523864298,NA,1.00205121503409,1.00310290900195,1.0013938054447,1.00350668416348,NA,1.00303605766873,1.00326697840904,1795.0193252725,3022.35162613646,NA,2950.65206464949,2311.12660148986,1939.20382172617,1638.26866656692,NA,1626.51412408514,1509.58135380203,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.2414480675,0.4862729635,0.2,2.9421482125,-2.6978328425,2.0906850575,0.512935312,0.2,2.446251625,-2.3270735175,2.16078,2.31863,0.472482,0.49886,0.2,0.2,2.8044,3.09282,-2.84155,-2.55971,2.0247,2.15639,0.496022,0.531996,0.2,0.2,2.27831,2.61623,-2.50767,-2.16173,1,1,NA,1,1,1,1,NA,1,1
46,5,0,1.00203062380646,1.00300462394574,NA,0.999857585997264,1.00108569387659,1.00260738145136,1.00354122959809,NA,1.00164875780164,1.00206168114421,1755.75917207153,1205.94742938544,NA,3037.69096997261,2577.567667427,2276.35730548362,1409.74101475388,NA,2061.48890537713,1970.56903847669,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.226330925,0.490135258,0.2,2.8658919725,-2.8070371125,2.161333955,0.50552839975,0.2,2.24491654,-2.23737208,2.15188,2.29694,0.470529,0.509523,0.2,0.2,2.72562,3.01337,-2.96111,-2.66672,2.0982,2.2258,0.485369,0.526163,0.2,0.2,2.09744,2.38584,-2.38366,-2.10424,1,1,NA,1,1,1,1,NA,1,1
6,1,0,1.00156680634621,1.00573245587777,NA,1.00075172675101,1.00131306580032,1.00585866548767,1.00196222419696,NA,1.00383286292655,1.00176100149943,1820.94682479052,2024.60448441561,NA,2864.22359218362,2669.77038050609,1797.45857265191,2401.74130212321,NA,2183.74575048737,2029.6449227876,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.28059971,0.480789239,0.2,2.983022365,-2.6621368375,2.15191407,0.50495714575,0.2,2.4260008225,-2.363013065,2.20774,2.35161,0.464496,0.497691,0.2,0.2,2.83,3.13163,-2.81854,-2.52555,2.0803,2.2218,0.488814,0.521854,0.2,0.2,2.2799,2.59153,-2.51812,-2.22151,1,1,NA,1,1,1,1,NA,1,1
37,4,0,0.999995082460932,1.00105605646427,NA,1.00513440198047,1.00043081633757,1.00281215670867,1.00274048906592,NA,1.00209746492539,1.00189096847327,2254.29403244444,1550.86423428777,NA,1987.75721308082,2251.8440887421,1600.6789109129,1385.63031356723,NA,2064.76957262864,2270.26375506045,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.168912645,0.49746049025,0.2,2.864955875,-2.837030385,2.121147775,0.51325469475,0.2,2.458421195,-2.2878064025,2.10202,2.23968,0.478725,0.518245,0.2,0.2,2.70074,3.03853,-3.00787,-2.67147,2.0375,2.19204,0.493083,0.533328,0.2,0.2,2.31972,2.60563,-2.43983,-2.15551,1,1,NA,1,1,1,1,NA,1,1
18,2,0,1.00610210702185,1.00070273864551,NA,1.00155221163902,1.00481660051166,1.00401477116912,1.00691767299902,NA,1.00377971755722,1.0017680885301,1262.60289608193,1590.40182972327,NA,3067.88404041754,1983.26132229508,1326.9093838857,1700.8947226016,NA,1796.30543519428,1514.1427961695,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.2270375475,0.485130756,0.2,3.066472455,-2.7407849025,2.0904757175,0.5070400645,0.2,2.2939944275,-2.4260653875,2.13779,2.3081,0.464368,0.504645,0.2,0.2,2.91288,3.22714,-2.90215,-2.57838,2.0087,2.17427,0.484748,0.526525,0.2,0.2,2.12759,2.45391,-2.57822,-2.26016,1,1,NA,1,1,1,1,NA,1,1
28,3,0,1.00521744338843,1.00068366807194,NA,1.00094826942511,1.00171960132866,1.00309352070593,1.00322238858745,NA,1.00106509059955,1.00035759712323,1550.23769341926,1757.75996416907,NA,2093.51235361084,2052.03912581551,2312.33364687453,1984.16484733559,NA,2186.81927819278,2098.05082595204,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.25626012,0.496715201,0.2,2.8346220175,-2.7719655475,2.156256305,0.51818805125,0.2,2.3047112825,-2.3186601225,2.17541,2.33698,0.47836,0.515364,0.2,0.2,2.66938,3.01078,-2.94894,-2.61298,2.09001,2.2211,0.502354,0.5362,0.2,0.2,2.16129,2.45306,-2.45852,-2.18136,1,1,NA,1,1,1,1,NA,1,1
47,5,0,1.00215950028,1.00246575202144,NA,1.00087550416665,1.00052535444302,1.00229865297924,1.00178166430656,NA,1.00147503376971,1.00513468255173,1892.86442344058,1792.52495914391,NA,2899.79873224479,2813.93381240233,2087.26285073605,1887.20108677232,NA,1443.21121911064,1442.61226223333,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.2020476125,0.480852711,0.2,2.9315262875,-2.8873923225,2.161642575,0.532975837,0.2,2.4128167975,-2.3127483175,2.12987,2.27972,0.461864,0.498872,0.2,0.2,2.77314,3.08688,-3.04737,-2.74244,2.08905,2.23559,0.51455,0.5525,0.2,0.2,2.24042,2.58882,-2.50013,-2.14488,1,1,NA,1,1,1,0,NA,1,1
7,1,0,1.00288625770382,1.00752367522095,NA,1.00247236423431,1.00102832223607,1.00481862337283,1.00072373773488,NA,1.00008402110584,1.00149040212212,2467.83539269993,1266.3168053658,NA,2579.76030011466,2475.36001579239,1243.6549455854,1735.22537638439,NA,1423.48515894416,1399.47926502015,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.22533631,0.49141010075,0.2,2.96128774,-2.82507446,2.1352317475,0.536954767,0.2,2.2807443125,-2.3863243575,2.16801,2.2919,0.470489,0.510218,0.2,0.2,2.80615,3.11321,-2.97034,-2.67175,2.05147,2.21246,0.517324,0.554385,0.2,0.2,2.12212,2.45899,-2.55807,-2.22402,1,1,NA,1,1,1,0,NA,1,1
38,4,0,1.00049718568222,1.00152960456219,NA,1.00127529389891,1.00237633751153,1.00061363612111,1.00207700785546,NA,1.00130689743486,1.00367903802252,2162.59046687721,1775.66364720968,NA,2455.83782755669,2273.3538513874,1887.12009186608,1826.30806980216,NA,2050.51405232914,1992.09465046489,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.17214998,0.48827198875,0.2,2.82809389,-2.8251599575,2.1571088875,0.50427987325,0.2,2.276817035,-2.3619935175,2.10397,2.23528,0.470565,0.507071,0.2,0.2,2.67437,2.98787,-2.97756,-2.65751,2.08867,2.23021,0.487063,0.522579,0.2,0.2,2.13474,2.42978,-2.50458,-2.20556,1,1,NA,1,1,1,1,NA,1,1
19,2,0,1.0005691866466,1.00138720568552,NA,1.00111373868814,1.00289230573875,1.00181082803159,1.00312109745867,NA,1.00197633383035,1.00612277216797,2540.16620797957,1676.23532157156,NA,3503.91384096278,2802.21635584495,3170.03438388213,1879.36137875216,NA,1986.72894498018,1577.08171406431,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.228447685,0.479580898,0.2,3.0250583775,-2.6566500575,2.134163955,0.5189288825,0.2,2.3298153425,-2.2226794575,2.15962,2.30263,0.462444,0.496117,0.2,0.2,2.88236,3.16264,-2.80542,-2.52272,2.07707,2.19542,0.496882,0.537632,0.2,0.2,2.17355,2.49292,-2.3773,-2.05536,1,1,NA,1,1,1,1,NA,1,1
29,3,0,1.00002616005665,1.00123089713559,NA,1.00025016528147,1.00151037931064,1.00454918998846,1.00236838861755,NA,1.00161134897401,1.00076863115529,2375.54783433989,2286.26778333408,NA,2361.1560646342,2673.50217431577,1815.09818617941,1900.01823110745,NA,2156.28434588006,2228.28978788414,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.2005365,0.47341245525,0.2,2.932319085,-2.611513575,2.149527235,0.52041424175,0.2,2.283079925,-2.4418794825,2.13344,2.26522,0.455701,0.490418,0.2,0.2,2.78117,3.081,-2.77021,-2.46266,2.07735,2.2214,0.501257,0.536964,0.2,0.2,2.12291,2.42993,-2.59473,-2.28965,1,1,NA,1,1,1,1,NA,1,1
48,5,0,1.00161650066402,1.00063357515127,NA,1.00181067905479,1.0025841783798,1.00255836262826,1.00124107657175,NA,1.00242898288402,1.00431114129788,2493.4980203032,2571.28893248309,NA,3426.07733887023,3452.58333809975,2252.04919281443,1986.71978812263,NA,2156.13304103229,2012.60512519984,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.248825735,0.46689342925,0.2,3.032969585,-2.763490605,2.1315718275,0.51698061225,0.2,2.2383650725,-2.268004995,2.18447,2.31699,0.45141,0.482423,0.2,0.2,2.89312,3.17999,-2.90594,-2.62338,2.065,2.20251,0.498726,0.535843,0.2,0.2,2.09098,2.38898,-2.42163,-2.11175,1,0,NA,1,1,1,1,NA,1,1
39,4,0,1.00088816843215,1.00136645560895,NA,1.00178721467944,1.00202835123957,1.0005134254777,1.00291996832606,NA,1.00051835783427,1.00368467540593,3375.15848124075,2107.94773959828,NA,1979.31680253144,1740.59748677709,1879.93597018744,2813.96703057122,NA,2037.3417036118,1753.81910037841,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.2228271075,0.47796036975,0.2,2.9532114,-2.68552791,2.0720953525,0.51291849425,0.2,2.44273426,-2.425273355,2.16997,2.28101,0.461519,0.49631,0.2,0.2,2.77852,3.11932,-2.87108,-2.52398,2.00801,2.13892,0.498777,0.528144,0.2,0.2,2.28896,2.6087,-2.58414,-2.26918,1,1,NA,1,1,1,1,NA,1,1
8,1,0,1.00040419913462,1.0015034445472,NA,1.00145106782093,1.00218702389215,1.00285196675544,1.00067285914658,NA,1.00156220926494,1.00293987246905,2303.02115787451,2842.38162978912,NA,3925.08393914123,3416.17338401667,2019.22344636975,2652.31483435949,NA,2751.88476609461,2419.46692135579,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.1791930525,0.49596894375,0.2,2.9323909025,-2.737263705,2.1471341875,0.50890706075,0.2,2.53436881,-2.27012287,2.10597,2.25524,0.47989,0.512068,0.2,0.2,2.79313,3.0792,-2.87765,-2.60187,2.07549,2.22131,0.491986,0.525922,0.2,0.2,2.38584,2.67596,-2.42324,-2.12479,1,1,NA,1,1,1,1,NA,0,1
20,2,0,1.00248734985349,1.00317862306793,NA,1.00137357517258,1.00186479507747,1.00115053363515,1.00182404514138,NA,1.00252007593454,1.00306519400032,2630.83485116265,1930.1475778566,NA,2381.64988309104,2353.51707688515,1753.6445990249,1083.83163486399,NA,2086.00340975973,1701.87252855867,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.1897646275,0.47160776275,0.2,2.915068425,-2.71034174,2.15449746,0.509257692,0.2,2.47268558,-2.235325485,2.12714,2.25511,0.454551,0.489333,0.2,0.2,2.75335,3.06013,-2.86811,-2.55559,2.08327,2.23771,0.488479,0.530225,0.2,0.2,2.31283,2.62905,-2.40122,-2.09077,1,1,NA,1,1,1,1,NA,1,1
30,3,0,1.00297052160531,1.00231641912168,NA,1.00269277326042,1.0013311334634,1.00680920291671,1.0008898349003,NA,1.00257566547909,1.00131430012715,1710.67596545534,2498.94198899435,NA,1807.13140069893,1840.72339183309,1318.95275343944,2886.16511626171,NA,2000.91327744848,2048.57524252409,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.21549278,0.50392947925,0.2,2.8039091075,-2.8365572975,2.1440382675,0.5107408415,0.2,2.360191295,-2.2856608625,2.1437,2.29614,0.490465,0.518841,0.2,0.2,2.63624,2.9631,-2.99836,-2.66829,2.07232,2.21263,0.498906,0.524599,0.2,0.2,2.22644,2.48967,-2.41114,-2.14761,1,0,NA,1,1,1,1,NA,1,1
49,5,0,1.0040367472078,1.0038971918412,NA,1.00229252255516,1.00013468025383,1.0030895336721,1.00417052911237,NA,1.00279493710001,1.00151206487069,1828.24293281027,1446.08588590363,NA,3050.737584834,3187.50697675056,2441.09571660677,1331.95568467736,NA,2612.92657624001,2505.25726875865,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.175654465,0.47940513375,0.2,2.968467205,-2.6775027475,2.09803299,0.51102025725,0.2,2.3310882625,-2.2846246775,2.09964,2.25232,0.460071,0.498586,0.2,0.2,2.82722,3.11172,-2.82061,-2.52886,2.03538,2.15648,0.491407,0.529891,0.2,0.2,2.19865,2.46034,-2.41769,-2.1558,1,1,NA,1,1,1,1,NA,1,1
40,4,0,1.00143875997575,1.00596149439582,NA,1.00292255356301,1.00308641475033,1.00272941060964,1.00078325625364,NA,1.00215749839355,1.00391475826534,1974.48280148912,1605.74870243002,NA,1965.56090519328,2019.81543050106,2444.45067431407,3927.85095972614,NA,2261.83666431828,2001.86671736932,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.1756773425,0.4808804315,0.2,3.046766745,-2.8227753725,2.15589799,0.51197817475,0.2,2.4357269825,-2.45167085,2.10735,2.25062,0.461428,0.500955,0.2,0.2,2.86659,3.22054,-3.0005,-2.6411,2.08868,2.21746,0.500057,0.52453,0.2,0.2,2.29461,2.58239,-2.59553,-2.30334,1,1,NA,1,1,1,1,NA,1,1
9,1,0,1.00049942233445,1.00208162580828,NA,1.00234714898059,1.00253400804017,1.00427752930351,1.00159618731145,NA,1.00350663219815,1.00593116034087,2939.69736313384,1497.69409638694,NA,1794.23018536148,1827.32120706685,1682.81962105784,1972.74742133607,NA,1717.22243656194,1485.2626550814,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.25092022,0.48180698475,0.2,2.968039185,-2.805915855,2.15138646,0.51642269175,0.2,2.47742149,-2.2404379675,2.18958,2.31038,0.46047,0.501265,0.2,0.2,2.79082,3.1422,-2.97898,-2.6065,2.08486,2.22434,0.500775,0.53543,0.2,0.2,2.31163,2.63191,-2.40833,-2.08288,1,1,NA,1,1,1,1,NA,1,1
50,5,0,1.00227558717843,1.00089877562002,NA,1.00000059992097,1.001736713223,1.00369226268159,1.00217106538784,NA,1.00000289696065,1.00082531184497,1982.42268174747,2874.51936550997,NA,2731.68696920685,2679.52907365838,1503.3508853643,1768.9132557793,NA,2507.11581866246,1860.56979991755,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.174713915,0.488567506,0.2,2.9667713,-2.707665015,2.104298255,0.49835486925,0.2,2.5362781825,-2.226973555,2.10446,2.24838,0.474483,0.50269,0.2,0.2,2.81703,3.11217,-2.85448,-2.55383,2.02711,2.18046,0.480592,0.515495,0.2,0.2,2.38081,2.67989,-2.37172,-2.08084,1,1,NA,1,1,1,1,NA,0,1
10,1,0,1.00224074902612,1.00153316618724,NA,1.00078438332515,1.00344824523418,1.00104058153018,1.00300885748193,NA,1.00393328822283,1.00260477506644,1663.98856732061,2778.55777079363,NA,2927.90424566697,2659.44115960329,2084.76616286232,2384.45327639117,NA,2075.26385526355,2129.15109719981,2.22257544062698,0.484911854544825,0.2,2.94652222022962,-2.76358672323551,2.13740083331808,0.513256239652682,0.2,2.3288499334193,-2.31538445351436,2.1704257025,0.48384455475,0.2,2.843016915,-2.691869815,2.10984619,0.52783159075,0.2,2.3310898575,-2.28502384,2.09524,2.24368,0.468589,0.499259,0.2,0.2,2.69722,2.99057,-2.84974,-2.553,2.04315,2.17076,0.511933,0.544752,0.2,0.2,2.19356,2.4686,-2.43462,-2.15018,1,1,NA,1,1,1,1,NA,1,1
